name,plot,genres
Devil's Angels,"The film follows Cody  and his motorcycle gang, the Skulls. A gang member by the story of how Butch Cassidy and his gang lived in a town called Hole-in-the-Wall, where there were no police. Inspired, Cody tells the gang that they are all going to Hole-in-the-Wall to live forever. After breaking their buddy Funky out of jail, terrorizing a store owner at a gas stop, and destroying the RV of a couple who inadvertently knock over a motorcycle, they arrive in the town of Brookville, as it is celebrating its annual picnic. The mayor, sheriff, and other townsfolk immediately want them to leave. The sheriff is more conciliatory, and comes to an agreement with Cody that the Skulls can camp on the beach if they agree to stay there and get out of town in the morning. A local girl, fascinated by the gang, joins them on the beach. Meanwhile, the mayor and other townsfolk have decided that the sheriff is not doing a good enough job protecting the town, and that he should have run the gang out of town. The gang gets the local girl high and then begins to grope her. Frightened, she runs back to town. The mayor seizes on this as a pretext and falsely claims to the sheriff that she has been raped. The sheriff arrests Cody and has the rest of the gang run out of town. The gang decides to enlist the help of a larger motorcycle gang. Meanwhile, the sheriff realizes that he has been lied to and releases Cody. Reunited with his gang, Cody tries to convince them to continue on to Hole-in-the-Wall, but they are committed to returning to Brookville for revenge. The gang gathers up the girl and her family, the mayor and another prominent citizen who wanted to run the gang out of town, and the sheriff, and gathers them together for a mock trial. The mayor and his companion are sentenced to being beaten up. The gang claims that they are owed a rape, and ignore Cody trying to stop them. Meanwhile, the other motorcycle gang has begun to terrorize the town. Cody asks his gang member where Hole-in-the-Wall is, and is told that it is made up. He tries to get his girlfriend to leave with him, but she does not want to go. Cody drops his president's cut off jacket/colors in the dirt and rides away on his motorcycle. As he rides away, police are visible converging on Brookville.",Drama
Total Corruption,Cops take sexual advantage of the men they pull over on the beat. A newbie cop is forced to choose between his emotions and his ambition.,Drama
Flavors,"Flavors tells the stories of 13 different main characters in 5 parallel story lines. The marriage of NRI Rad  to his American fiancée  brings his family to the US where they quickly adapt to American ways. Meanwhile, Kartik , tries to maintain a long distance relationship with his friend Rachna  and bored housewife Sangita  is neglected by her workaholic husband .",Comedy
Deadroom,"Four Conversation Between the Living and the Dead: If you had the chance, what would you say? says the film caption. Deadroom centers around four encounters, each confined to a single room. The four intertwined stories weave a tale that is shocking, humorous, tragic and uplifting. In Deadroom, secrets are shared, truths are revealed, and each of the eight characters comes to an understanding they could not have gained without the touch of death. Each of these conversations could happen any day, every day, except that the conversations are happening after death of the individual concerned. The characters: *A man helps a young woman remember her past after the young woman has been raped and murdered *A husband and his wife confront each other about their infidelities, after the husband has perished in a terrible automobile accident *A journalist interviews a famous author about the mysteries hidden in his novel, after the novelist died of old age *A secretary visits her former employer to tell him how much she always loved him., after the employer died in a fire
21558933	İvedik is a fearsome-looking uncultivated driver with a lot of aggression but a spark of goodness in him. Involved by accident in a street fight, he rescues the wallet of the owner of an Antalya luxury hotel and hitchhikes his way south to restore it to the rightful owner. Along the way he is made the object of an unlikely attempted seduction by a homosexual truck-driver, reacting with shock and innocence. Reaching the hotel to hand over the wallet, he begins his stay by shattering a porcelain vase in the hotel lobby and talks his way out of the situation in exactly the same way as earlier burlesque characters. After giving back the wallet, he is about to leave when he glimpses his childhood sweetheart Sibel  among a party of arriving guests and decides to take up the owner's offer of a free stay in the hotel. Gökbakar then uses İvedik to burlesque every aspect of five star hotel life. Unable to use the toilets, he pees in the ornamental flowers, drinks the hotel shampoo as well as the contents of the minibar, massages the foot of an amorous woman in mistake for Sibel's, gatecrashes women's morning fitness exercises on the beach in a ludicrous purple gown, and cuffs the heads of almost everyone who comes into contact with him. All the while he pours out a stream of inappropriate invective and obscenities. By the close of the film most middle class conventions have also been shattered, a high point being a burping contest between him and Sibel. Sibel, who is resisting her bourgeois mother's attempts to marry her off to a fiance she does not love, contains a very mild criticism of the middle class lifestyles and attitudes with which İvedik is colliding. By making a sweet nice girl like Sibel belch at full volume, Gökbakar comes closest to an outright repudiation of middle class values. The film ends with İvedik leaving the hotel. Has catharsis been achieved? No. İvedik departs more or less exactly as he arrived, presumably en route to more adventures in his next film. Yet somehow he ends up by being not so much frightening as slightly loveable—no doubt because he no longer appears wholly dangerous. It is Sibel's view of him which has changed—and that of the film audience too.
30718169	The film starts with two scenes, one in 1981, in which a husband is waiting for his flirtatious wife to come home and take care of their son, the wife comes with her boyfriend and after a fight decides to leave the husband and child. Again in flashback, in 1996, its college day festival and after a dance performance, Indu  comes to enquire about her sister Lakshmi  who is with her four friends and one of them says he would drop her home. The friends are having a good time enjoying the college day festival. In sudden turn of events, there is a loud scream and all the students rush out to see what happened, only to find Lakshmi dead. Present Day, out of the four friends Pappu alias Padmanabhan , Philip Idikkula, Rex Immanuel and Rashid Munna , 3 of them are excited to know about the return of Pappu who was accused and spent time in jail for the murder of Lakshmi. The four friends decide to get back to their studies, after a gap of 12 years. Now back from Jail, Pappu wants to start everything from where they have missed it and the other three support him, giving a break to their jobs and joining the college for M.A Philosophy. Following certain hilarious sequences of the foursome in college, there are some interesting twists and turns to the plot, but their ultimate aim is to find the deep mystery behind the tragedy that happened 12 years ago and a question Who was the real killer?"".",Drama
A Severed Head,"Antonia is the pampered wife of an upper class wine merchant, Martin Lynch-Gibbon. She tells her husband that she is in love with their best friend, psychiatrist Palmer Anderson. Palmer and Antonia wish to deal with the situation in a civilized manner by remaining friends with Martin. Meanwhile, Martin tries to keep his mistress, Georgie Hands, a secret. However, Palmer's sister, Honor Klein, who once taught Georgie at Oxford University, tells Palmer and Antonia about their affair. Honor then introduces Georgie to Martin's womanizing brother, Alexander. This is just the start of the various liaisons. http://www.imdb.com/title/tt0067738/","Drama, Comedy"
A Fairly Odd Christmas,"The film will follow the exploits of Timmy Turner , and his well-meaning beloved fairy godfamily, as he tries to save Christmas, but first he’s got to get himself off the naughty list.",Comedy
Ocean's Eleven,"After being released from prison, Danny Ocean  breaks parole and travels to Los Angeles to meet up with his former partner in crime and close friend Rusty Ryan  to propose a scheme he has in mind. The two go to Las Vegas to pitch the plan to wealthy friend and former casino owner Reuben Tishkoff . The plan consists of simultaneously robbing the Bellagio, The Mirage, and the MGM Grand casinos. Reuben's familiarity with casino security makes him very reluctant to get involved, but when he begins to think of it as a good way to get back at his rival, Terry Benedict , who owns all three casinos, Reuben agrees to finance the operation. Because the casinos are required by the Nevada Gaming Commission to have enough cash on hand to cover all their patrons' bets, the three predict that, on the upcoming night of a highly anticipated boxing match, the Bellagio vault will contain more than $150&nbsp;million. Ocean and Ryan recruit eight former colleagues and criminal specialists: Linus Caldwell , a young and talented pick-pocket thief; Frank Catton , a casino worker and con man; Virgil and Turk Malloy , a pair of gifted mechanics; Livingston Dell  an electronics and surveillance expert; Basher Tarr , an explosives expert; Saul Bloom , an elderly con man; and ""The Amazing"" Yen , an accomplished acrobat. Several of the team members carry out reconnaissance at the Bellagio to learn as much as possible about the security, the routines and behaviors of the casino staff, and the building itself. Others create a precise replica of the vault with which to practice maneuvering through its formidable security systems. During this planning phase, the team discovers that Ocean's ex-wife, Tess , is Benedict's girlfriend. Ryan urges Ocean to give up on the plan, believing Ocean incapable of sound judgement while Tess is involved, but Ocean refuses. When the plan is put in motion, Ocean goes to the Bellagio in order to be seen by Benedict, who, as expected, has him locked in a storeroom to be beaten by a bouncer called Bruiser. Bruiser, however, is a friend of Ocean's, and he allows Ocean to leave through a ventilation shaft, to meet with his team in the vault. Linus Caldwell poses as a gaming commission agent, and reveals to Benedict that one of his employees, Ramon Escalante, is actually Frank Catton, an ex-con. Caldwell and Catton stage a faux confrontation in Benedict's presence so that Linus can steal the vault access codes written on a piece of paper in Benedict's jacket. Yen is smuggled into the vault by the Malloy brothers to assist in triggering the explosive from the inside. Saul Bloom sneaks explosives into the casino vault by posing as a wealthy international arms dealer who needs especially secure safekeeping for his valuables, and then stages a heart attack that is treated by Ryan posing as a doctor. The team activates a stolen ""pinch"" device to temporarily disrupt the casino's electrical power, allowing them to breach the vault undetected. As Benedict attempts to restore order following the power outage, Ryan anonymously calls him on a cell phone that Ocean had earlier planted in Tess's coat. Ryan tells him that the vaults are being raided, and that all the money will be destroyed if Benedict does not cooperate in loading half the money into a van waiting outside. Benedict observes video footage of the vault that confirms Ryan's claims, and complies in moving the money, but orders his men to follow the van after it departs, and calls a S.W.A.T. team to secure the vault and the other half of the money. The S.W.A.T. team's arrival results in a shootout which causes the incineration of the half of the money left in the vault. After assuring Benedict that the casino is secure, the officers depart at Benedict's insistence. Benedict's men following the van discover that it is being driven by remote control, and that, instead of money, it contains duffel bags full of flyers advertising prostitutes. Benedict realizes that the vault video feed he'd been watching was faked, as the vault floor in the footage lacked the Bellagio logo, which had only recently been installed. A flashback reveals that Ocean had used the vault replica to create the fake video Benedict had seen; the rest of the team posed as S.W.A.T. officers, and took all of the money in the vault when responding to Benedict's call for police assistance. Benedict then returns to the room where he left Ocean and finds him still there, apparently still being worked over by Bruiser, leaving him with no way to connect Ocean to the theft. As Tess watches via security surveillance, Ocean tricks Benedict into saying he would give up Tess in exchange for the money. Ocean then says, ""Alright. I know a guy. We were in the joint together. Anybody pulls a job in the western US, he knows about it. Give me 72 hours. I'll find out who took your money"". Benedict, humiliated, orders his men to escort Ocean off the premises and inform the police that Ocean is violating his parole by being in Las Vegas. Tess leaves Benedict, and exits the hotel just in time to see Ocean arrested. When he is released after serving 'three to six months' for his parole violation, he is met by Rusty and Tess, and the three drive off, closely followed by Benedict's bodyguards.",Comedy
Applause,"The film tells of Kitty Darling , a burlesque star, who sends her young daughter to a convent to get her away from the sleazy burlesque environment she is involved in. Many years later, Kitty is not doing so well and her best days are behind her. She's now an alcoholic who lives in the past. She lives with a burlesque comic named Hitch . Hitch cheats on her and only cares about spending what little money she has. When he finds out she has been paying for her daughter's convent education for over a decade, he pushes her into bringing April back home. Her grown daughter April  returns. Kitty is embarrassed by her condition and marries Hitch so that April will not be ashamed of her. When April arrives, she is disgusted with her mother and her sad life. Hitch tries to force her into show business and repeatedly gropes her, at one point forcing a kiss on her. April roams the city and meets a lonely young sailor named Tony . They fall in love and agree to marry and April will move to his home in Wisconsin. When April goes to tell her mother about their plans she overhears Hitch belittling Kitty, calling her a ""has-been."" April is upset and calls off her wedding. She decides to join the chorus line of a burlesque show. She says a reluctant goodbye to Tony at the subway. Meanwhile, Kitty takes poison. She goes downstairs to the show and collapses on a couch. Knowing Kitty cannot perform in the show, the producer berates her. April, over Kitty's objections, says she will take Kitty's place. She tells Kitty she will take care of her now, like Kitty always did for April. As April goes onstage, Kitty passes away, her head hanging over the edge of the couch. April is disgusted at herself and cannot complete the show. As she runs off the stage, none other than Tony is there to greet her. He says he had a feeling she did not mean what she was saying. She hugs him close and says she wants to go far away. Not realizing Kitty is dead, she says they will need to take care of her mother too, and Tony agrees. The final shot is a close-up of the Kitty Darling poster on the wall, behind Tony and April.",Drama
Baby,"Baby is the tragic story of an Asian-American youth trapped in the seedy, dead-end world of hostess bars, pool halls and drug dens that characterize East Los Angeles gang life in the 1980s. Baby  is a motherless, poverty stricken 11-year-old with only an alcoholic father  to raise him. Things only get worse when he's taken under the wing of his gangster neighbor Tommy , who leads him down a path that lands him in Juvenile Hall for manslaughter, with Benny  ostracizing Baby from the group. After seven violent years in prison, Baby  is released, but struggles to fit into a society that rejects him, and soon returns to a life of drugs, street gangs and murder, while Benny has risen through the ranks to become the local Crime Boss. Only his childhood friends and a lost love offer him any hope of turning his life around before it's too late.",Drama
Yeshwant,"Inspector Yeshwant Lohar  is a plainclothes police detective. His wife Ragini  is illiterate; Yeshwant wants her to learn to read so that she may join the Indian Administrative Service . Yeshwant goes undercover as a beggar to catch a drug dealer, Salim . Salim is sent to prison and Lohar is ostensibly praised by his superior, Chopra. However, Chopra is corrupt, and in actuality is Salim's pay. Chopra frames Lohar for murder and gets him sent to prison as well. Meanwhile, Ragini joins the IAS as a police officer, and is assigned to Yeshwant's former station. She suspects Chopra of framing her husband, and lets Chopra know that she is watching him closely. Chopra becomes alarmed and tries silence to Ragini. She rejects his bribe offers and escapes the thugs hired by Chopra to intimidate her. Chopra plots to defame Ragini. She has been attacked, so he assigns Atul , an old friend of Ragini, as her police guard. Chopra then spreads allegations of a love affair between them, supported by faked pictures of Atul and Ragini in a compromising position. Chopra shows the pictures to Yeshwant, who avoids Ragini during conjugal visits, and releases them to the press, discrediting her with the public. Yeshwant is released from prison, and confronts Ragini. She pleads with him to believe she is faithful. Yeshwant is enraged, and goes on a killing spree. He kills Chopra's accomplices, and then kills Chopra himself while he is engaged in an illegal drug deal. With Chopra's crimes revealed, Yeshwant is vindicated.",Drama
Waydowntown,"The film centres on a group of colleagues in downtown Calgary, Alberta, who bet a month's salary on who can last the longest without going outside. The film takes place over one lunch hour during the course of the month long competition. The dark comedy often uses surrealism to achieve its goals. The cast includes Fab Filippo, Don McKellar, Marya Delver and Michelle Beaudoin. The film's title is derived from a particular form of suicide where one smashes the  window of one's high-rise office and then jumps through. Many people go ""downtown"", but such folks go ""waydowntown"". In the movie, one of the characters has accumulated a 2-litre pop bottle full of marbles in the hopes of breaking his window.",Comedy
Chandni Chowk to China,"Sidhu  is a lowly vegetable cutter at a roadside food stall in the Chandni Chowk section of Delhi. He longs to escape his dreary existence and looks for shortcuts with astrologers, tarot card readers, and fake fakirs, refusing to believe in himself despite his foster father Dada's  best efforts. When two strangers from China claim him as a reincarnation of a war hero in the past and take him to China, Sidhu, thanks to devious translations by his con-man buddy Chopstick , believes he will be taken to an exotic land and feted as a hero. In actuality, the Chinese men want him to rid their Chinese village of the vicious smuggler Hojo . Sidhu blissfully sets forth to China with Chopstick. Along the way he meets Sakhi , the Indian-Chinese spokesmodel known as Ms. Tele Shoppers Media, or Ms. TSM, who is travelling to the land of her birth and of her presumed-dead [who is still alive] father and her twin sister, Suzy. Suzy, also known as the femme fatale Meow Meow, works for Hojo, not knowing Hojo tried to kill her father. Sidhu, through a series of lucky coincidences, initially manages to sidestep being beaten brutally up by Hojo, but Hojo eventually catches up with him and exposes him as the buffoon he really is. Hojo kills Dada, and a disgraced Sidhu, left for dead himself, vows revenge. He encounters an amnesiac vagrant who turns out to be former Police Chief Chiang , the father of Sakhi and Suzy. Chiang recovers his memory, with his Kung Fu skills still intact. Sidhu wishes to learn cosmo Kung Fu. Chiang takes Sidhu on as his apprentice, and after months of training, Sidhu decides to kill Hojo. Hojo tells a lie to Meow Meow that Chiang killed her father. When Hojo meets up with Sidhu, Meow Meow hugs Chiang and stabs him in the back with a knife. Sidhu attacks Meow Meow, but Sakhi stops him. Meow Meow was shocked and figured out that Hojo lied to her. Meow Meow betrays Hojo and helps her father. They watch Sidhu battle Hojo. When Sidhu almost loses, his dada appears and tells him not to worship a potato and Chiang tells him to use the skill that is special to him. His specialty was chopping vegetables and cooking which helped him beat Hojo brutally in the end. In the end, Sidhu gains Sakhi's love. Right before the credits, pictures appear of what happen to the village. The last one shows that something has happened somewhere in another village in Africa. They say there is a ""To be Continued -- Chandni Chowk to Africa.""",Comedy
And Starring Pancho Villa as Himself,"Mexican revolutionary Pancho Villa  finds himself without adequate funding to finance his war against the military-run government. He also finds himself at odds with the Americans because of the Hearst media empire's press campaign against him. To counter both of these threats, he sends emissaries to movie producers to convince them to pay to film his progress and the actual battles. Producer D.W. Griffith  is immediately interested and convinces Mutual Film Studios boss Harry E. Aitkin to send a film crew. Aitkin's nephew Frank Thayer is initially a mere errand boy for the studio, but he makes a good impression with Villa, who demands that Thayer be placed in charge of the project. Thayer and a camera crew team film Villa leading his men to victory in battle. Despite the failure of this initial footage  Thayer convinces Aitkin to invest even more money in a second attempt, and also convinces Villa to participate in making a more narrative film. Thayer returns to Mexico with a director, actors, producers, cameramen and screen writers, and begin to film Villa's previous exploits using a younger actor. The filming goes well, although Villa becomes angry that the screenwriters and the director have changed history to make a more dramatic film. However, he agrees to do a cameo appearance as an older version of himself. Meanwhile, Frank begins a romance with actress Teddy Sampson  whom he's had a crush on since they first met. One night Villa announces that they will attack a Federal held fort at Torreon and win the revolution. The film's director and his crew tell Villa that they are not coming with him to film the battle. Villa scares them into going to the battle by having a firing squad shoot over their heads. The next morning, Villa assembles his men to attack Torreon. Thayer and his team go into film the action. After a skirmish on the way to the fort, Villa's army arrives at Torreon and lays siege to the fortress. Villa orders an attack and personally leads the charge. Villa's army is initially successful, but they suffer heavy casualties and are forced to withdraw. That night, Villa orders his army to bombard Torreon into submission, and, after a long, brutal bombardment, Villa's cavalry finish off the last of Torreon's Federal defenders. However, Thayer and his camera crew team witness Villa personally shooting a Mexican widow in cold blood with his handgun during the aftermath of the battle. Disgusted, the team leaves. 'The Life of General Villa' is shown in theaters in America, and to great success, although Thayer and his camera crew members regret making the film. Nine years later General Villa is driving his car with an associate and two of his bodyguards through Parral, Chihuahua. His car is flagged down by a Mexican civilian, when several Federals suddenly pop up with machine guns. Villa reaches for his pistol, but is shot several times and is killed.",Drama
Gaby,"Gaby  is a ballet dancer in 1944 London who runs into corporal Gregory Wendell  while rushing to catch the bus. Greg is mesmerized by Gaby and goes to the ballet to see her on stage, but Gaby wants nothing to do with Greg. He persists, however, and by the end of the day, she agrees to marry him. Before they can marry, however, there is a mountain of red tape and Greg ships out while promising to marry Gaby on his return. When she hears that he has been killed, she makes herself available to anyone who wants her. This version, however, changed the ending even more drastically than the 1940 one, by allowing Gaby and Greg to reunite and live happily ever after.",Drama
House of Strangers,"Gino Monetti is a rags-to-riches Italian-American banker in New York whose methods result in a number of criminal charges. Three of his four grown sons, unhappy at their father's dismissive treatment of them, refuse to help Gino when he is put on trial for questionable business practices. Eldest son Joe seizes control of the bank and brothers Tony and Pietro side with him. Max, a lawyer, is the only son who stays loyal to his father. The brothers conspire to send Max to jail as well. Max tries to bribe a juror to save his father, but gets disbarred and serves a stretch of seven years in prison. Max vows revenge on his brothers, but when he is released Max has a change of heart when he realizes that his father had caused all the tension within the family. The three brothers, however, are still worried about his quest for vengeance, and Joe even goes so far as to order Pietro to kill Max. In doing so, however, Joe insults Pietro in the same way their father always had, prompting Pietro to turn on Joe instead. Max saves Joe from Pietro's wrath by reminding Pietro that if he kills Joe, he would only be doing exactly as their father would have wanted. Max then leaves his brothers to travel to San Francisco with his girlfriend, where they plan to start a new life together.",Drama
The Bowery Boys Meet the Monsters,"Louie's Sweet Shop is a frequent victim of the local neighborhood kids' baseball games. The Bowery Boys think that a nearby vacant lot would be perfect for the kids to play ball, and keep out of trouble. Slip and Sach go to visit the owners of the lot at their home As it turn out, the owners are completely insane. Dereck, a mad scientist, wants a brain for his gorilla. His brother Anton wants a brain for his robot, Gorog. Their sister Amelia need to give food to her man-eating tree, while their niece Francine is a vampire. Feeling that Slip and Sach are perfect for their personal needs, the family asks the duo to spend the night. The boys soon catch on to the family's schemes, causing a frantic chase through the house. Louie, Butch, and Chuck visit the home to search for Slip and Sach, but it's not too long before they too get caught into the action.",Comedy
Lilies of the Field,"Homer Smith  is an itinerant handyman/jack-of-all-trades who stops at a farm in the Arizona desert to obtain some water for his car. There he sees several women working on a fence, very ineptly. The women, who speak very little English, introduce themselves as German, Austrian and Hungarian nuns. The mother superior, the leader of the nuns, persuades him to do a small roofing repair. He stays overnight, assuming that he will be paid in the morning. Next day, Smith tries to persuade the mother superior to pay him by quoting Luke 10:7, ""The laborer is worthy of his hire."" Mother Maria Marthe , responds by asking him to read another Bible verse from the Sermon on the Mount: ""Consider the lilies of the field, how they grow; they toil not, neither do they spin. And yet I say unto you that even Solomon in all his glory was not arrayed like one of these.” Mother Maria likes things done her way. The nuns have essentially no money and subsist by living off the land, on what vegetables the arid climate provides, and some milk and eggs. Even after being stonewalled when asking for payment, and after being persuaded to stay for a meal, and against his better judgment, Smith agrees to stay another day to help them with other small jobs, always with the faint hope that Mother Maria will pay him for his work. As Smith's skills and strengths become apparent to the nuns, they come to believe that he has been sent by God to fulfill their dream of building a chapel for the townsfolk--who are Mexican and impoverished--as the nearest church is miles away. When Sunday comes, Mother Maria informs Smith that he will be driving the sisters to Mass in his station wagon.  Smith is invited to attend the Catholic Mass, but he declines because he is a Baptist. Instead, he takes the opportunity to get a proper breakfast from the trading post next door. In talking to the proprietor, Juan ([[Stanley Adams , Smith learns about the hardships that the nuns, led by the unyielding Mother Maria, overcame to emigrate from Eastern Europe – over the Berlin Wall – only to barely scratch out a meager living on the farm that was willed to their order. Though he has come to realize how unlikely it is that he will be paid, and partly out of respect for all the women have overcome, Smith stays longer and finds himself driven to work on at least clearing the construction site for the chapel. He rationalizes that it would be too hard for the sisters to move the heavy beams. After losing another duel of Bible quotes with Mother Maria, Smith acknowledges that he has always wanted to be an architect, but couldn't afford the schooling. His unfulfilled dream impels him to agree to undertake the  job of building the sisters a chapel. To earn money to buy some ""real food"" to supplement the spartan diet the nuns are able to provide him, Smith gets a part-time job with the nearby construction contractor, Ashton , who is impressed that Smith can handle nearly every piece of heavy equipment he owns. Smith supplements the nuns' diet as well, shopping for groceries to stock up their kitchen and delighting them with treats such as lollipops. To pass the evenings, Smith  helps the sisters improve their rudimentary English  and joins them in singing. They share their different musical traditions with one another: their Catholic chants and his Baptist hymns. He teaches them to join him in the call-and-response song ""Amen"" by Jester Hairston . Smith, determined that the building will be constructed to the highest standards, insists that the work be done by him and only him. Meanwhile, the nuns write letters to various philanthropic organizations and charities asking for money for supplies, but all their requests are denied. As word spreads about the endeavor, locals begin to show up to contribute materials and to help in construction, but Smith rebuffs all offers of assistance in the labor. As he gains a larger and larger audience for his efforts, the locals, impressed with his determination, but no less dogged than he, will content themselves no longer with just watching. They find ways to lend a hand that Smith cannot easily turn down – the lifting of a bucket or brick, for example. Once the process is in motion, they end up doing as they intended, assisting in every aspect of the construction, as well as contributing materials. This greatly accelerates the progress, much to the delight of everyone but Smith. Even Ashton, who has long ignored Mother Maria's pleas, finds an excuse to deliver some more materials. Almost overnight, Smith finds that he's become a building foreman and contractor. Enduring the hassles of coordinating the work of so many, the constant disputes with Mother Maria, and the trial of getting enough materials for the building, Smith brings the chapel to completion, placing the cross on the spire himself and signing his work where only he and God will know. It is the evening before the Sunday when the chapel is to be dedicated. All the work has been done and Smith is exhausted. Now that there is nothing more to keep Smith among them, Mother Maria, too proud to ask him outright to stay, insists that he attend the opening Mass next day to receive proper recognition from the congregation. She speaks enthusiastically of all that ""Schmidt"" still can do to aid the town, such as building a school. Making no reply to any of this, Smith tricks Mother Maria, as part of the night's English lesson, into saying ""thank you"" to him. Until then, she stubbornly had thanked only God for the work, assistance, and gifts that Smith had provided to the nuns. It is a touching moment between two strong personalities. Later that evening, as he leads the nuns in singing ""Amen"" once again, Smith slips out the door and, still singing the lead, the nuns' voices chiming softly behind him, he takes one last look at the chapel he built. Mother Maria hears him start up his station wagon, but sits stoically, singing along with the rest of the sisters, as Smith drives quietly off into the night.  The movie was filmed on the northern edge of Tucson. The church doors were borrowed from the Chapel in Sasabe, Arizona and were carved by local Tucson artist Charles Bolsius.","Drama, Comedy"
Over the Hill,"Alma can't stand to have one more birthday without seeing her estranged daughter, Elizabeth, who lives in Sydney, Australia. But Alma doesn't fit into her daughter's political-hostess life even for a visit, and she finds more sympathy in her granddaughter. Alma, in a burst of rebellion, buys a supercharged hotrod and sets out on a voyage of self-discovery to Melbourne. Along the way, she meets con artists, gangsters, and a ponytailed white-knight in a camper and she finds not only adventure and romance, but also the courage to go back and face her relationship with her daughter and set it right.",Drama
A Saintly Switch,"At the film's opening, Dan and Sara are experiencing marital fallout. According to their pre-teen children, Clark and Annette, they both underestimate each other's role in the family. When a new position with the Saints takes them to New Orleans, the Andersons purchase a dilapidated mansion. Upon arrival, they start fighting worse than ever. The children go up into the attic and discover a book of spells, finding out from their babysitter, the resident voodoo sorceress, that this house once belonged to the most powerful sorceress in the area. Desperate to save their parents marriage, the two cast a spell which inadvertently switches their parents' bodies. The next morning, Dan wakes up in Sara's body, and she likewise. They try to act like nothing has changed, which means they must do each other's jobs. After managing for about a day or two, still trying to keep their children  from finding out, Dan  goes to the doctor because he  is feeling sick and discovers that he  is pregnant. The rest of the movie continues in similar fashion: As the two parents live life in the other's shoes they grow to understand one another. Thanks to the secret coaching she is receiving from Dan, Sara starts to get better at football. Her nurturing nature leads to her/him implementing the sort of 'reward' list and tactics usually expected in a classroom. Surprisingly, this encourages the team so much that they start winning match after match. On the other hand, Dan is learning how to keep house and, though still rather uncomfortable, is rather enjoying his/her pregnancy and getting closer to the children in the process. As time passes, both parents really begin to understand what the other was complaining about, commenting on this to one another and wondering if they'll ever switch back or if they'll be stuck in each other's bodies for the rest of their lives. When the pregnancy is about nine months along, the Saints make it to the Super Bowl. If the team wins, the championship will go to Dan, who'll never have to worry about money or moving around again. Exhilerated, the parents embrace each other at the table and shout jubilantly at each other. This is heard by the children, who use this opportunity to finally confess all to their parents. The children try to undo the spell, but fail. They call the babysitter, who translates that the spell will reverse once its purpose is complete: when the two parents truly understand each other, they will be restored to their rightful bodies. However, there is a warning clause that implies that unless they manage to undo the spell before the birth of the baby, the spell will be permanent. After the babysitter leaves and parents and children go to bed, Dan and Sara apologize to each other, then kiss, which turns out to be the necessary act of understanding. The next day is the big match, and Dan's teammates instantly notice the difference in Dan's behaviour. While Sara goes into labor, Dan's attempts to motivate his teammates with insults causes them to start fumbling. His son reminds him to forget his old methods of motivation and revert to the ""touchy-feely stuff"" his wife used. In the hospital, Sara is puffing and panting and swearing and ordering the nurses to bring her a TV. Around the time Dan wins the championship game, Sara finally gives in to nature and gives birth to her new son. Later on, Dan is offered another job, but turns it down for his family.",Comedy
"You, Me and Him","Danilo  was about to move out of his parents' house to go live with his boyfriend, Marcos , when his mom and dad die unexpectedly in an accident. His plans for the future change and he becomes responsible for his 10&nbsp;year-old brother, Lucas . New bonds are created between these three young men. While brothers Danilo and Lucas need to learn everything they didn’t know about each other, Marcos tries to find out if there is a place for him in his boyfriend’s new family arrangement. In between video games, glasses of milk, pain and disappointment, they all need to learn how to live together.",Drama
Heartbeeps,"Val Com 17485 , a robot designed to be a valet with a specialty in lumber commodities, meets Aqua Com 89045 , a hostess companion robot whose primary function is to assist at poolside parties. At a factory awaiting repairs, they fall in love and decide to escape, stealing a van from the company to do so. They embark on a quest to find a place to live, as well as satisfy their more immediate need for a fresh electrical supply. They assemble a small robot, Phil, built out of spare parts, whom they treat as their child, and are joined by Catskill, a mechanical standup comic . A law-enforcement robot, the Crimebuster, comes after the fugitives, but with the help of humans who run a junkyard, and using Catskill's battery pack, they are able to resolve their problems successfully.",Comedy
Four Frightened People,"The film tells the story of two men  and two women , who leave from a plague-ridden ship and reach the Malayan jungle.",Comedy
Pola X,"Pierre  lives with his mother Marie  in a castle in Normandy by the riverside of the Seine. They are very beautiful, rich, carefree and they like themselves. Every morning, Pierre leaves on the inherited bike of his father to visit Lucie , his fiance. One night, Marie announces to Pierre that she arranged the date for his marriage to Lucie. Pierre leaves to announce the good news to his fiance. On the way, in the forest, a funereal beauty appears . She speaks with a strong accent from the countries of the East: ""Pierre... you are not the only child, I am your sister, Isabelle."" A passionate incestuous relationship will ensue.",Drama
